Order Number,Product ID,Customer number,Date,Material Type,Reason for rejection,Order qty,Confirmed Qty,Canceled Qty,Order value $,Confirmed Value,Canceled Value,Class,Fill rate
43-476096,561902006518,23419256,"Tuesday, June 20, 2023",Saleable Products,No Inventory,23,0,23,$785.74,$0.0,$785.74,Limited Edition,0%
43-163491,648275934229,24366125,"Thursday, February 23, 2023",Saleable Products,No Inventory,44,0,44,$3743.21,$0.0,$3743.21,Set,0%
43-517479,886833016361,85563727,"Saturday, October 26, 2024",Saleable Products,Freshness,36,35,1,$2459.34,$2391.03,$68.31,Limited Edition,97%
43-389282,790757033266,45594597,"Saturday, September 02, 2023",Saleable Products,Freshness,16,14,2,$412.84,$361.23,$51.61,Travel Retail,87%
43-299028,422601660137,93370583,"Wednesday, December 18, 2024",Saleable Products,Global Allocation,39,37,2,$1998.49,$1896.0,$102.49,Set,94%
43-228093,367469214295,93370583,"Friday, November 10, 2023",Saleable Products,Discontinued,20,0,20,$1954.82,$0.0,$1954.82,Travel Retail,0%
43-989227,180092702123,23419256,"Wednesday, September 27, 2023",Saleable Products,OK,25,25,0,$1897.56,$1897.56,$0.0,Limited Edition,100%
43-964226,607507949295,52436584,"Thursday, April 04, 2024",Saleable Products,OK,19,19,0,$1787.63,$1787.63,$0.0,Limited Edition,100%
43-576805,219883823727,45594597,"Tuesday, March 19, 2024",Saleable Products,OK,26,26,0,$2152.68,$2152.68,$0.0,C,100%
43-196126,251461507038,19233013,"Tuesday, December 12, 2023",Saleable Products,Global Allocation,32,31,1,$2408.17,$2332.92,$75.25,Limited Edition,96%
43-794963,984901132451,43704923,"Saturday, February 11, 2023",Saleable Products,Global Allocation,50,49,1,$4234.64,$4149.95,$84.69,Set,98%
43-322409,615379416985,56020613,"Saturday, October 07, 2023",Saleable Products,No Inventory,21,0,21,$1518.96,$0.0,$1518.96,Travel Retail,0%
43-772875,235447068293,68812137,"Thursday, February 06, 2025",Saleable Products,Discontinued,9,0,9,$549.57,$0.0,$549.57,C,0%
43-770556,607507949295,95125977,"Sunday, February 16, 2025",Saleable Products,OK,43,43,0,$3277.88,$3277.88,$0.0,C,100%
43-726152,607507949295,97775215,"Sunday, November 03, 2024",Saleable Products,OK,19,19,0,$582.38,$582.38,$0.0,Limited Edition,100%
43-122394,254608246768,11049999,"Sunday, April 14, 2024",Saleable Products,No Inventory,49,0,49,$2652.44,$0.0,$2652.44,Limited Edition,0%
43-153035,561902006518,37326368,"Wednesday, November 06, 2024",Saleable Products,Discontinued,21,0,21,$2008.13,$0.0,$2008.13,Travel Retail,0%
43-925013,643354278056,45594597,"Friday, March 24, 2023",Saleable Products,Discontinued,18,0,18,$1489.95,$0.0,$1489.95,C,0%
43-449709,748913461122,23419256,"Thursday, December 07, 2023",Saleable Products,Discontinued,6,0,6,$560.2,$0.0,$560.2,C,0%
43-355400,397982492151,97775215,"Thursday, July 18, 2024",Saleable Products,Freshness,35,34,1,$3397.46,$3300.39,$97.07,Travel Retail,97%
43-232040,369419548116,71367643,"Thursday, February 02, 2023",Saleable Products,Discontinued,14,0,14,$879.83,$0.0,$879.83,Limited Edition,0%
43-925206,921467220156,82160068,"Sunday, May 14, 2023",Saleable Products,Automatic Closing,9,8,1,$248.9,$221.25,$27.65,C,88%
43-692002,835339233454,19233013,"Tuesday, October 01, 2024",Saleable Products,Global Allocation,35,33,2,$2684.31,$2530.92,$153.39,Travel Retail,94%
43-315173,570662212985,28024248,"Wednesday, January 11, 2023",Saleable Products,Discontinued,2,0,2,$21.32,$0.0,$21.32,Set,0%
43-171942,521179644432,59597086,"Wednesday, January 22, 2025",Saleable Products,Freshness,6,3,3,$108.14,$54.07,$54.07,C,50%
43-970127,871590378377,30863865,"Saturday, August 10, 2024",Saleable Products,Automatic Closing,35,33,2,$1251.26,$1179.76,$71.5,Limited Edition,94%
43-902325,648275934229,42787299,"Friday, January 20, 2023",Saleable Products,Freshness,25,23,2,$284.17,$261.44,$22.73,Travel Retail,92%
43-681128,615379416985,77898694,"Monday, November 06, 2023",Saleable Products,Freshness,9,6,3,$643.52,$429.01,$214.51,Set,66%
43-317220,256589576361,11250299,"Thursday, January 25, 2024",Saleable Products,No Inventory,50,0,50,$4174.63,$0.0,$4174.63,Set,0%
43-714867,929319141080,43704923,"Monday, July 24, 2023",Saleable Products,Freshness,31,30,1,$2413.01,$2335.18,$77.83,Limited Edition,96%
43-326441,941629821539,82909480,"Friday, April 26, 2024",Saleable Products,Freshness,7,4,3,$161.02,$92.01,$69.01,Travel Retail,57%
43-952547,312933106111,50603163,"Thursday, January 25, 2024",Saleable Products,OK,28,28,0,$2305.84,$2305.84,$0.0,C,100%
43-344316,342910249529,99639081,"Friday, February 02, 2024",Saleable Products,Global Allocation,2,0,2,$169.13,$0.0,$169.13,Limited Edition,0%
43-444519,267974663989,77834855,"Monday, February 06, 2023",Saleable Products,No Inventory,1,0,1,$18.69,$0.0,$18.69,Set,0%
43-911984,223005401501,45431319,"Thursday, December 12, 2024",Saleable Products,No Inventory,37,0,37,$2009.65,$0.0,$2009.65,C,0%
43-254721,251282538206,85563727,"Tuesday, November 19, 2024",Saleable Products,OK,24,24,0,$1726.35,$1726.35,$0.0,Set,100%
43-926952,354342113419,97775215,"Wednesday, October 04, 2023",Saleable Products,Automatic Closing,35,34,1,$1631.06,$1584.46,$46.6,Travel Retail,97%
43-724932,763595448017,27778019,"Saturday, December 14, 2024",Saleable Products,OK,7,7,0,$630.24,$630.24,$0.0,C,100%
43-102973,517045625552,50264926,"Saturday, January 20, 2024",Saleable Products,No Inventory,38,0,38,$2189.66,$0.0,$2189.66,Limited Edition,0%
43-390743,256589576361,11049999,"Sunday, December 10, 2023",Saleable Products,Automatic Closing,29,28,1,$608.73,$587.74,$20.99,Set,96%
43-251716,397982492151,75569635,"Thursday, January 11, 2024",Saleable Products,No Inventory,1,0,1,$57.74,$0.0,$57.74,Limited Edition,0%
43-236306,101948728483,45431319,"Wednesday, April 02, 2025",Saleable Products,Discontinued,30,0,30,$1859.09,$0.0,$1859.09,Set,0%
43-666456,615379416985,95125977,"Saturday, June 08, 2024",Saleable Products,Automatic Closing,46,45,1,$4408.03,$4312.2,$95.83,C,97%
43-362829,367469214295,45594597,"Thursday, March 13, 2025",Saleable Products,No Inventory,32,0,32,$1535.33,$0.0,$1535.33,Limited Edition,0%
43-937302,342910249529,91178885,"Sunday, March 10, 2024",Saleable Products,OK,10,10,0,$903.73,$903.73,$0.0,Limited Edition,100%
43-282973,947087372942,28024248,"Wednesday, February 21, 2024",Saleable Products,No Inventory,34,0,34,$1319.11,$0.0,$1319.11,Set,0%
43-215266,333279765207,50181935,"Wednesday, December 25, 2024",Saleable Products,OK,11,11,0,$557.78,$557.78,$0.0,Travel Retail,100%
43-793169,481597082643,71510041,"Sunday, December 17, 2023",Saleable Products,Automatic Closing,48,47,1,$3397.17,$3326.39,$70.78,Travel Retail,97%
43-127032,377150435753,75569635,"Tuesday, May 16, 2023",Saleable Products,OK,49,49,0,$4395.08,$4395.08,$0.0,Limited Edition,100%
43-238205,894370590668,11250299,"Thursday, December 21, 2023",Saleable Products,Automatic Closing,37,36,1,$2947.81,$2868.14,$79.67,Travel Retail,97%
43-115582,643354278056,50181935,"Monday, January 06, 2025",Saleable Products,Freshness,27,26,1,$647.77,$623.78,$23.99,Limited Edition,96%
43-475644,648275934229,24366125,"Monday, September 25, 2023",Saleable Products,Global Allocation,50,47,3,$1371.64,$1289.34,$82.3,C,94%
43-928358,917103043320,27778019,"Friday, July 19, 2024",Saleable Products,Automatic Closing,48,47,1,$774.7,$758.56,$16.14,Travel Retail,97%
43-926730,886833016361,27778019,"Monday, July 17, 2023",Saleable Products,Freshness,10,7,3,$659.33,$461.53,$197.8,Limited Edition,70%
43-349489,847373620112,38270233,"Wednesday, May 15, 2024",Saleable Products,Freshness,38,35,3,$1885.94,$1737.05,$148.89,Limited Edition,92%
43-717457,684850587137,11250299,"Monday, October 16, 2023",Saleable Products,Freshness,22,19,3,$1954.16,$1687.68,$266.48,C,86%
43-439498,136171878809,11049999,"Sunday, October 01, 2023",Saleable Products,Freshness,24,23,1,$2377.12,$2278.08,$99.04,Set,95%
43-116547,517045625552,23903144,"Monday, March 27, 2023",Saleable Products,Automatic Closing,8,7,1,$712.56,$623.49,$89.07,C,87%
43-282710,570662212985,82160068,"Friday, April 05, 2024",Saleable Products,OK,6,6,0,$85.18,$85.18,$0.0,Set,100%
43-378258,342910249529,38270233,"Monday, November 18, 2024",Saleable Products,Freshness,4,3,1,$379.97,$284.98,$94.99,Limited Edition,75%
43-154944,798400899699,71510041,"Tuesday, March 28, 2023",Saleable Products,Discontinued,5,0,5,$96.35,$0.0,$96.35,C,0%
43-232915,690821577339,82909480,"Friday, April 04, 2025",Saleable Products,Freshness,6,5,1,$301.49,$251.24,$50.25,Set,83%
43-877747,476415064723,46553958,"Wednesday, November 13, 2024",Saleable Products,OK,47,47,0,$1727.71,$1727.71,$0.0,C,100%
43-541409,826046287257,71367643,"Thursday, November 23, 2023",Saleable Products,OK,32,32,0,$770.56,$770.56,$0.0,Travel Retail,100%
43-651640,869945806981,27778019,"Wednesday, June 05, 2024",Saleable Products,Global Allocation,38,36,2,$965.63,$914.81,$50.82,Travel Retail,94%
43-219169,459422681391,82909480,"Thursday, April 27, 2023",Saleable Products,Global Allocation,20,18,2,$822.5,$740.25,$82.25,Limited Edition,90%
43-881886,743806247029,68812137,"Tuesday, January 24, 2023",Saleable Products,Freshness,40,39,1,$491.42,$479.13,$12.29,Set,97%
43-166645,605645347792,23419256,"Thursday, April 10, 2025",Saleable Products,Freshness,45,43,2,$711.86,$680.22,$31.64,C,95%
43-599380,886833016361,45431319,"Friday, May 12, 2023",Saleable Products,No Inventory,36,0,36,$2674.27,$0.0,$2674.27,Set,0%
43-570050,942959595464,46553958,"Saturday, April 05, 2025",Saleable Products,No Inventory,49,0,49,$3251.69,$0.0,$3251.69,Limited Edition,0%
43-915809,570662212985,84437458,"Wednesday, February 19, 2025",Saleable Products,Global Allocation,14,13,1,$265.19,$246.25,$18.94,C,92%
43-479625,871590378377,56843172,"Thursday, April 20, 2023",Saleable Products,Freshness,50,49,1,$2445.55,$2396.64,$48.91,Travel Retail,98%
43-638169,198912225902,95125977,"Wednesday, September 06, 2023",Saleable Products,No Inventory,47,0,47,$3040.61,$0.0,$3040.61,Set,0%
43-722503,566854953850,45431319,"Saturday, March 18, 2023",Saleable Products,Discontinued,19,0,19,$356.97,$0.0,$356.97,Set,0%
43-214351,643354278056,84437458,"Saturday, July 01, 2023",Saleable Products,Automatic Closing,11,10,1,$1072.28,$974.8,$97.48,Set,90%
43-573962,566854953850,37326368,"Thursday, January 18, 2024",Saleable Products,Global Allocation,39,38,1,$3368.25,$3281.88,$86.37,Limited Edition,97%
43-628313,942959595464,23419256,"Wednesday, March 08, 2023",Saleable Products,Global Allocation,1,0,1,$30.45,$0.0,$30.45,Set,0%
43-332311,984901132451,50264926,"Wednesday, June 07, 2023",Saleable Products,OK,35,35,0,$1984.42,$1984.42,$0.0,Travel Retail,100%
43-744986,336890980656,84252420,"Thursday, August 08, 2024",Saleable Products,Freshness,19,18,1,$1058.14,$1002.45,$55.69,C,94%
43-145471,422601660137,85563727,"Monday, March 31, 2025",Saleable Products,Global Allocation,33,32,1,$1322.61,$1282.53,$40.08,C,96%
43-862569,459422681391,42787299,"Thursday, August 31, 2023",Saleable Products,Global Allocation,32,29,3,$2507.75,$2272.65,$235.1,Limited Edition,90%
43-921273,648275934229,80993218,"Saturday, March 08, 2025",Saleable Products,No Inventory,36,0,36,$2492.85,$0.0,$2492.85,Limited Edition,0%
43-790909,754474071330,42787299,"Friday, March 31, 2023",Saleable Products,Discontinued,24,0,24,$2106.71,$0.0,$2106.71,Travel Retail,0%
43-646781,180092702123,99038526,"Sunday, March 19, 2023",Saleable Products,Freshness,43,40,3,$449.74,$418.36,$31.38,Set,93%
43-416282,921467220156,75569635,"Tuesday, January 10, 2023",Saleable Products,Automatic Closing,7,5,2,$450.52,$321.8,$128.72,Travel Retail,71%
43-580292,176040557040,99038526,"Friday, January 10, 2025",Saleable Products,Discontinued,7,0,7,$695.44,$0.0,$695.44,Limited Edition,0%
43-774591,273665994394,77834855,"Saturday, January 14, 2023",Saleable Products,Automatic Closing,46,44,2,$3727.31,$3565.25,$162.06,Set,95%
43-132663,790933616150,37326368,"Friday, January 24, 2025",Saleable Products,OK,47,47,0,$1926.46,$1926.46,$0.0,Set,100%
43-163780,942959595464,25492573,"Sunday, April 06, 2025",Saleable Products,Global Allocation,5,2,3,$120.25,$48.1,$72.15,Limited Edition,40%
43-602248,933251567391,25492573,"Saturday, December 16, 2023",Saleable Products,No Inventory,14,0,14,$679.63,$0.0,$679.63,Set,0%
43-988456,169869415070,31172421,"Tuesday, September 24, 2024",Saleable Products,Discontinued,45,0,45,$2168.29,$0.0,$2168.29,Travel Retail,0%
43-521126,422601660137,95125977,"Tuesday, March 14, 2023",Saleable Products,Automatic Closing,26,23,3,$1629.54,$1441.52,$188.02,Travel Retail,88%
43-546980,607507949295,99038526,"Friday, June 09, 2023",Saleable Products,Freshness,50,47,3,$797.3,$749.46,$47.84,Set,94%
43-819425,690821577339,50181935,"Monday, August 19, 2024",Saleable Products,OK,1,1,0,$44.85,$44.85,$0.0,Set,100%
43-213206,648275934229,24366125,"Thursday, October 03, 2024",Saleable Products,OK,13,13,0,$1130.11,$1130.11,$0.0,Set,100%
43-614084,369419548116,56843172,"Tuesday, April 16, 2024",Saleable Products,Global Allocation,23,21,2,$1562.3,$1426.45,$135.85,C,91%
43-847006,570662212985,95125977,"Tuesday, October 08, 2024",Saleable Products,Global Allocation,20,19,1,$982.46,$933.33,$49.13,Limited Edition,95%
43-565108,748913461122,95125977,"Tuesday, December 05, 2023",Saleable Products,Automatic Closing,7,5,2,$265.46,$189.61,$75.85,Travel Retail,71%
43-177060,369419548116,45594597,"Saturday, March 15, 2025",Saleable Products,Automatic Closing,6,5,1,$211.08,$175.9,$35.18,Travel Retail,83%
43-184714,369419548116,50603163,"Monday, November 11, 2024",Saleable Products,OK,9,9,0,$696.22,$696.22,$0.0,C,100%
43-437758,643354278056,92097999,"Wednesday, April 19, 2023",Saleable Products,Automatic Closing,28,27,1,$1360.27,$1311.69,$48.58,Set,96%
43-737846,517045625552,95125977,"Thursday, September 19, 2024",Saleable Products,Global Allocation,10,8,2,$321.6,$257.28,$64.32,Limited Edition,80%
43-255539,214832269481,45496015,"Friday, May 05, 2023",Saleable Products,OK,35,35,0,$2910.07,$2910.07,$0.0,Limited Edition,100%
43-168872,700832336208,19233013,"Monday, February 27, 2023",Saleable Products,OK,7,7,0,$237.33,$237.33,$0.0,Travel Retail,100%
43-232321,406404042870,95125977,"Sunday, December 22, 2024",Saleable Products,Freshness,25,24,1,$394.99,$379.19,$15.8,Limited Edition,96%
43-388375,599410093881,91178885,"Tuesday, May 23, 2023",Saleable Products,Freshness,30,28,2,$1779.85,$1661.19,$118.66,Set,93%
43-754644,267974663989,37326368,"Monday, July 24, 2023",Saleable Products,Automatic Closing,43,40,3,$1509.93,$1404.59,$105.34,Limited Edition,93%
43-763829,397982492151,19736572,"Sunday, February 02, 2025",Saleable Products,Automatic Closing,26,23,3,$271.43,$240.11,$31.32,Limited Edition,88%
43-713799,336890980656,82160068,"Saturday, March 25, 2023",Saleable Products,Global Allocation,44,42,2,$2426.17,$2315.89,$110.28,C,95%
43-674993,654818085172,45431319,"Monday, July 10, 2023",Saleable Products,Global Allocation,12,10,2,$1086.11,$905.09,$181.02,Limited Edition,83%
43-846746,858663022120,27778019,"Tuesday, April 04, 2023",Saleable Products,Freshness,13,11,2,$883.64,$747.69,$135.95,Travel Retail,84%
43-440981,790757033266,84437458,"Sunday, January 05, 2025",Saleable Products,OK,40,40,0,$465.36,$465.36,$0.0,Travel Retail,100%
43-499407,605645347792,50603163,"Tuesday, April 04, 2023",Saleable Products,Discontinued,4,0,4,$176.36,$0.0,$176.36,Travel Retail,0%
43-726410,488136971784,71367643,"Wednesday, January 04, 2023",Saleable Products,No Inventory,1,0,1,$32.23,$0.0,$32.23,C,0%
43-656329,648275934229,38270233,"Tuesday, March 19, 2024",Saleable Products,No Inventory,6,0,6,$422.04,$0.0,$422.04,Travel Retail,0%
43-409222,917103043320,28024248,"Friday, March 21, 2025",Saleable Products,Discontinued,2,0,2,$102.24,$0.0,$102.24,Set,0%
43-575755,590573056992,82909480,"Tuesday, December 03, 2024",Saleable Products,Automatic Closing,46,44,2,$1175.12,$1124.03,$51.09,Limited Edition,95%
43-630108,790757033266,50181935,"Sunday, August 27, 2023",Saleable Products,No Inventory,27,0,27,$1378.78,$0.0,$1378.78,Travel Retail,0%
43-734836,984901132451,24366125,"Friday, August 04, 2023",Saleable Products,No Inventory,18,0,18,$1688.86,$0.0,$1688.86,Set,0%
43-551096,187525138707,77898694,"Tuesday, February 21, 2023",Saleable Products,Discontinued,42,0,42,$1972.82,$0.0,$1972.82,Set,0%
43-203996,406404042870,23903144,"Saturday, January 04, 2025",Saleable Products,Discontinued,29,0,29,$2561.56,$0.0,$2561.56,Travel Retail,0%
43-931621,517045625552,93370583,"Thursday, March 23, 2023",Saleable Products,Freshness,33,32,1,$1742.06,$1689.27,$52.79,Limited Edition,96%
43-835869,219883823727,99038526,"Thursday, February 01, 2024",Saleable Products,OK,3,3,0,$234.57,$234.57,$0.0,Set,100%
43-219971,333279765207,93370583,"Saturday, November 25, 2023",Saleable Products,Global Allocation,20,17,3,$1614.53,$1372.35,$242.18,Set,85%
43-994217,754474071330,91178885,"Wednesday, October 02, 2024",Saleable Products,Freshness,4,2,2,$313.87,$156.93,$156.94,Limited Edition,50%
43-786516,498837994177,84252420,"Wednesday, June 26, 2024",Saleable Products,No Inventory,18,0,18,$1214.37,$0.0,$1214.37,Limited Edition,0%
43-782535,917103043320,56020613,"Monday, July 17, 2023",Saleable Products,Global Allocation,8,6,2,$765.79,$574.34,$191.45,Limited Edition,75%
43-906315,690821577339,77898694,"Thursday, May 02, 2024",Saleable Products,Freshness,22,19,3,$2058.58,$1777.87,$280.71,C,86%
43-678116,277660601409,50603163,"Thursday, April 17, 2025",Saleable Products,Freshness,41,39,2,$1527.27,$1452.77,$74.5,Set,95%
43-855855,424493543665,11049999,"Saturday, July 22, 2023",Saleable Products,Discontinued,22,0,22,$1595.43,$0.0,$1595.43,Travel Retail,0%
43-325468,169869415070,99038526,"Thursday, December 26, 2024",Saleable Products,Global Allocation,19,16,3,$1326.79,$1117.3,$209.49,Set,84%
43-550961,808302588517,38270233,"Wednesday, May 22, 2024",Saleable Products,Freshness,28,25,3,$784.66,$700.59,$84.07,Travel Retail,89%
43-573489,889742985454,42787299,"Wednesday, September 11, 2024",Saleable Products,Discontinued,2,0,2,$67.71,$0.0,$67.71,C,0%
43-339592,198912225902,28024248,"Tuesday, December 24, 2024",Saleable Products,Automatic Closing,9,7,2,$341.71,$265.78,$75.93,Set,77%
43-533914,607507949295,77834855,"Monday, July 10, 2023",Saleable Products,Global Allocation,35,34,1,$1394.5,$1354.65,$39.85,Limited Edition,97%
43-455395,615379416985,28024248,"Thursday, April 25, 2024",Saleable Products,Freshness,22,20,2,$1911.64,$1737.85,$173.79,Limited Edition,90%
43-967611,277660601409,84252420,"Sunday, October 22, 2023",Saleable Products,No Inventory,26,0,26,$2032.21,$0.0,$2032.21,Set,0%
43-575528,941629821539,50264926,"Sunday, January 19, 2025",Saleable Products,Automatic Closing,34,33,1,$2811.67,$2728.97,$82.7,Travel Retail,97%
43-518098,911856239313,38270233,"Saturday, November 23, 2024",Saleable Products,Discontinued,7,0,7,$645.21,$0.0,$645.21,Travel Retail,0%
43-536196,397982492151,43704923,"Thursday, August 29, 2024",Saleable Products,Freshness,30,28,2,$1688.72,$1576.14,$112.58,Set,93%
43-865054,539441524732,91178885,"Saturday, March 04, 2023",Saleable Products,No Inventory,49,0,49,$4174.26,$0.0,$4174.26,Travel Retail,0%
